uid,caption
139512_mscoco_3,A boy takes a picture of a herd of sheep.
370209_mscoco_0,A man in glasses is mixing in bowls near pots on a stove.
173565_mscoco_2,Restaurant menu and glasses of wine on a wooden table.
551608_mscoco_1,A person standing on a beach by the water.
441522_mscoco_1,The chefs are in the kitchen preparing meals.
461156_mscoco_2,A tiny gray and white dog sits in a rustic wooden chair.
571857_mscoco_1,A couple of people sitting in chairs behind an airplane.
24430_mscoco_2,A canoe on some grass near a building
66485_mscoco_3,A group of four young men playing with a frisbee.
570624_mscoco_0,A group of people with umbrellas crossing a street in cold weather.
201756_mscoco_4,Birds are eating bananas from an outdoor bird feeder.
328728_mscoco_4,A group of teenagers line up for food.
412876_mscoco_3,A person in the grass just hit a ball.
60434_mscoco_4,a telephone pole with some signs on it
498940_mscoco_2,soldiers playing a game with some of the locals in the area
546702_mscoco_4,A cat propped up with pillows sitting on a bed.
178512_mscoco_3,many small boats in a large body of water
222266_mscoco_4,A chocolate cake with strawberries on a plate
127911_mscoco_2,Two women are walking under umbrellas down a street.
490567_mscoco_0,A bathroom with a white toilet next to a walk in shower.
132644_mscoco_3,The man is in the kitchen preparing a meal.
398362_mscoco_3,A light bulb hangs down in front of a window with bars in it.
97264_mscoco_3,"A plate with a sandwich, tater tots, a vegetable mix and a spoon."
562645_mscoco_1,Two dogs are standing on the bathroom rug.
4754_mscoco_1,Four zebras standing in a row with wildebeest and zebra behind them.
352445_mscoco_1,A display in a store window filled with teddy bears.
168847_mscoco_2,A kitten balancing on a chair to look outside a window.
47916_mscoco_2,A dog with a frisbee in its mouth in a field with other dogs.
169181_mscoco_1,"A white comforter with a toy, book and child shirt on the top of it."
169996_mscoco_2,Two people are riding bikes through the street traffic.
257053_mscoco_4,A picture of someone's 50th birthday cake that has a toilet on top.
79926_mscoco_4,Many identical elephant heads are in a row on display
105879_mscoco_2,A person walking in the ocean with a surfboard.
551804_mscoco_0,A woman holding a tennis racquet on a tennis court.
118966_mscoco_2,Two guys are in a chair posing for the camera.
462982_mscoco_2,There is a toilet with the seat up in the bathroom.
498274_mscoco_0,Large sized public transit bus with two levels.
205474_mscoco_1,Wilting roses and greenery in a metal vase.
497031_mscoco_0,A child cuts pieces of pink fabric with scissors.
411695_mscoco_0,a clock tower in the middle of a paved area in a park
373789_mscoco_3,A sandwich is prepared with two pieces of fish.
535934_mscoco_4,a group of people sitting at a long table drinking glasses of wine
49060_mscoco_2,a old train that is on a track with people next to it
393805_mscoco_2,Two zebras on their hind legs fighting in the savannah.
358191_mscoco_3,"The large bathroom in the panaramic view has two sinks, a bathtub, and a shower stall."
301082_mscoco_4,A woman has a sink right at the edge of her bed.
82061_mscoco_2,A neatly kept Asian style room with flatscreen TV
84567_mscoco_2,Statute of a horse and rider on top of a block wall.
566908_mscoco_0,A man standing on a tennis court holding a tennis racquet.
142177_mscoco_2,A black tray with some plates of food on it.
387855_mscoco_2,A couple of trains traveling down tracks next to a bridge.
483722_mscoco_2,A large long train on a steel track.
387916_mscoco_2,A group of people with skis standing in the snow.
125617_mscoco_2,A large steak is inside a plastic bowl with broccoli.
51801_mscoco_3,"A glass dish of crisp, surrounded by apples, a creamer, and a spoon."
190326_mscoco_3,A couple of cats rest on tops of different vehicles.
519706_mscoco_2,An older woman in a colorful skirt is holding a plate of bananas.
66973_mscoco_3,A parking meter on a street with painting all over it.
207886_mscoco_0,A man prepares to serve a pizza topped with french fries.
268882_mscoco_2,A group of people standing under a cloudy blue sky flying a colorful kite.
190150_mscoco_1,A black and white motorcycle with flags on it parked in a crowded lot.
577864_mscoco_1,3 People in a dirt field playing soccer.
483945_mscoco_2,A bed with white and red striped blankets and pillow cases.
220819_mscoco_1,A bench on someones cement patio next to dead flowers.
421745_mscoco_3,a few dougnuts that are on a wired pan
394724_mscoco_0,Two surfers in the water and one riding a wave.
167235_mscoco_0,A bench that looks like a round hut.
346954_mscoco_4,Beautiful scenery of a train boarding passengers in a metropolitan area.
329562_mscoco_0,The jet is about ready to take off from the runway.
539926_mscoco_3,A person hand holds a pizza slicer near a plate of pizza.
455772_mscoco_2,A person that is trying to get a frisbee.
65427_mscoco_1,a drink is sitting next to a pizza in a box
306154_mscoco_3,A bench next to a small pond with a white bird standing in the water.
176273_mscoco_3,A couple of horses sitting in the middle of field.
193704_mscoco_1,"A sign above a building that reads ""Westward Ho! Motel."""
264870_mscoco_2,There is no image that is on display to describe.
208995_mscoco_0,A man is working at a desk on his laptop.
359310_mscoco_3,A street scene with a man on a motorcycle and people in the background.
185590_mscoco_1,A giraffe is outside in a field next to some trees
433154_mscoco_0,A large green train traveling past wooden crates.
266409_mscoco_2,The person is standing in the deep snow. The trees are covered with snow.
333538_mscoco_0,A woman wearing a fur coat sitting on a wooden bench.
311510_mscoco_4,Blue car parked next to a parking meter.
334062_mscoco_0,a kitten on a couch with aluminum foil on the edges of the cushions
160351_mscoco_1,A young man skate boarding at night.
491213_mscoco_4,a black motorcycle parked on the road in front of a car
52638_mscoco_2,Several people are riding a brown elephant at a circus.
188386_mscoco_2,The two men are posing for a photo outside.
361964_mscoco_1,a man in a helmet riding a motorcycle on a rural road
155571_mscoco_2,An elephant walking alone in a grassy area.
43165_mscoco_0,Two zebra standing next to each other on a field.
183407_mscoco_1,A MIRROR OF A BIKE IN THE GRASS
310445_mscoco_0,There are people sitting at the table eating food
513319_mscoco_4,The same woman in several different poses in a living room.
82815_mscoco_3,Person feeding a giraffes a cracker from behind a fence.
540099_mscoco_2,A dog laying on the grass with a toy in its mouth.
562232_mscoco_4,Young men are standing next to a brown horse.
34205_mscoco_3,The meal is prepared and ready to be eaten.
325043_mscoco_1,A girl playing tennis in the tennis court.
555622_mscoco_2,A man in a tie-dyed shirt and a helmet stands by his bicycle in a parking lot.
160927_mscoco_0,A large boat floating down a river next to a walkway.
1268_mscoco_4,A waterway under a bridge with people sitting down and a woman taking a photo.
295105_mscoco_2,A man looking in a refrigerator in a kitchen.
243775_mscoco_1,A large white clock mounted to the side of a building.
356314_mscoco_1,A street filled with lots of signs and tall buildings.
434915_mscoco_3,A pile of luggage sitting up against a wall of towels.
199339_mscoco_2,There is a stop sign at the intersection of A Street and First Street.
246265_mscoco_3,A garage has many riders and motorcycles outside.
402795_mscoco_4,a person sitting in a chair in a store
229304_mscoco_2,Three baseball players in uniform playing baseball game
426840_mscoco_0,Two airplanes on a landing strip next to green field and wired fence.
248559_mscoco_4,A cellphone sitting on top of a bottle next to a laptop.
223444_mscoco_0,Two laptops on the same table in a white office.
356427_mscoco_2,A man standing at a train station near a pile of luggage
208053_mscoco_3,A young boy getting ready to swing a bat at a ball pitched to him.
442487_mscoco_3,Child playing a video game in the living room.
420658_mscoco_4,"A STOP sign, One Way sign and street signs at a city intersection."
466736_mscoco_0,a bunch of bananas hanging from a wire
79653_mscoco_4,A trackball mouse in the pocket of a green backpack.
359937_mscoco_2,A large double decked bus parked in a lot.
115579_mscoco_2,A boy in green shorts and tie poses in front of a tower.
474384_mscoco_0,A pair of sheep looking eagerly at something through a fence.
324492_mscoco_4,A large tall tower with a clock on top.
489879_mscoco_4,A person cutting up a slice of pizza with a knife and fork.
427476_mscoco_3,A young girl standing under a window next to a toilet.
31240_mscoco_4,A man is driving a short train or trolley.
285106_mscoco_4,A woman walking down the road in the rain with her umbrella.
56455_mscoco_2,a man using a remote control while playing a video game
255135_mscoco_4,Someone did not observe the stop sign and now it is knocked over.
106624_mscoco_4,A group of people riding on the backs of horses.
310705_mscoco_4,We are looking at a low angle view of a man in a suit.
52238_mscoco_0,Woman walking on train platform as train filled with passengers prepares to leave.
311961_mscoco_0,A dog sticking its head into a small pet bed.
350416_mscoco_1,A man flying a kite on a cloudy day.
331937_mscoco_4,Three beds all sitting in a row up against a brick wall.
189772_mscoco_2,a parked bike sits in front of a statue
334915_mscoco_0,A couple of people standing next to each other with food.
141587_mscoco_3,two tall buildings and a plane in between them
434219_mscoco_3,A batter winds up to swing at a pitch
360143_mscoco_3,A person riding a wave on a surfboard near a swimmer.
8612_mscoco_0,A young alpaca under a tree in the country.
505562_mscoco_3,People at the beach while others are parasailing.
448309_mscoco_0,"A dining room with table, chairs, windows and doors."
6177_mscoco_1,A pair of scissors lies in the open position.
72714_mscoco_3,A herd of cattle walk down a road with trees in the background.
218456_mscoco_2,A pizza sits on a white plate near another plate of pizza.
322894_mscoco_4,TWO PELICANS ARE RESTING ON THE ROCKS BY THE WATER
82085_mscoco_2,A brightly colored train is stopped on the tracks to let passengers on.
563641_mscoco_2,A train is pulled up to a platform where people are waiting.
322222_mscoco_2,The tennis player is about to hit a ball with his racket.
453485_mscoco_2,there is a woman staring in the kitchen pouring tea
283070_mscoco_4,The fresh oranges are cut up on the table outside.
14600_mscoco_0,A picture painting on a wall of a man with an umbrella.
100848_mscoco_1,"A couch, a chair and other furniture in a living room."
189067_mscoco_0,This expert skateboarder is skateboarding on a railing.
329421_mscoco_4,A park topped with a tent and plastic picnic tables.
386553_mscoco_4,A partially eaten sandwich on a plate near a banana.
57593_mscoco_0,A man riding a wave on top of a surfboard.
156416_mscoco_1,Three people in a crystal blue ocean during the day.
114246_mscoco_3,3 shaggy little brown cows in a meadow
401244_mscoco_0,a person playing frisbee on a field in sport wear
101304_mscoco_3,Two brown and black birds with ruffled feathers are standing on a tree branch.
442040_mscoco_4,Construction happening at the bottom of a ski ramp.
230669_mscoco_3,Several birds sitting tree branches sticking out of the water.
434580_mscoco_2,A girl sitting on a couch with a cat on top of her laptop.
208861_mscoco_3,A dog laying on something while looking at himself in a mirror.
25846_mscoco_1,A person uses an extra keyboard with their Apple laptop.
42641_mscoco_1,"A pear, orange and bananas are on display."
485844_mscoco_1,This older photo depicts a woman working in a primitive kitchen.
332351_mscoco_2,Surfers are catching the waves near the beach
185512_mscoco_1,A bathroom with a toilet next to a white sink.
442609_mscoco_0,A messy kitchen with pots and pans laying around.
167725_mscoco_0,A baseball player holding a bat on a field.
133233_mscoco_1,A harbor with boats is surrounded by mountains.
93766_mscoco_2,A statue of a horse standing next to a brick building.
37871_mscoco_4,A dog chasing after a purple frisbee on top of a green lawn.
272658_mscoco_2,A living room with two chairs and a couch and a small room with a tv and a piano.
8493_mscoco_0,A surfer is at the peak of a wave and circling around.
391253_mscoco_4,a bathroom with a clear door leading to the bedroom
63595_mscoco_4,A tennis player in action on the court.
389812_mscoco_2,A smiling man in a jungle holds a bunch of plant parts.
283028_mscoco_1,A kitten sitting on top of a white keyboard.
441363_mscoco_2,A male tennis player kicking his leg up on the court.
469982_mscoco_0,a little boy eating a chocolate doughnut with sprinkles
253843_mscoco_2,Two people standing by a brown and white horse.
463615_mscoco_0,some old dirty pipes laying on the ground
481064_mscoco_0,Two men standing on a lush green field playing a game of frisbee.
360678_mscoco_4,a living room with a view of a field from the window
128291_mscoco_3,A red train engine sitting at the entrance of a tunnel.
147545_mscoco_2,A kitchen in a camp with gear and coats laid out.
339919_mscoco_3,many items on a table with an orange and a remote
411043_mscoco_4,A couple of elephant standing next to each other on a rocky walkway.
269099_mscoco_4,A tandem city bus parked on a city street.
384671_mscoco_2,Slice of pizza sitting on a metallic table inside a restaurant.
482507_mscoco_0,A dog carrying a frisbee in its mouth on a field.
41924_mscoco_3,Multiple boats docked in a marina on a large body of water.
127455_mscoco_3,A street corner with a blue fire hydrant.
305351_mscoco_3,A large giraffe standing outside of an enclosure.
192332_mscoco_3,A high speed bullet train parked in a train station.
267710_mscoco_4,A flock of birds are flying in the sky.
62865_mscoco_3,A group of giraffe standing next to each other.
14473_mscoco_0,a red and black train is coming down the tracks
342650_mscoco_1,A man standing over a pizza sitting on top of a counter.
373655_mscoco_2,A pet bed is beside a large chair with many pillows.
454854_mscoco_1,A giraffe in an enclosure eating from a tall tree.
137619_mscoco_0,This is a bird looking in the direction of a tree.
541897_mscoco_1,The man is standing beside the bicycle in a building.
227048_mscoco_3,Tennis players play a match in the mountains.
273855_mscoco_1,Two boys sit at a kitchen table eating cereal.
317087_mscoco_2,A fire hydrant between two red poles sits next to a wall.
194532_mscoco_2,The woman spreads her arms while in the air over the bed.
482080_mscoco_1,A man standing in front of a large white board giving a talk.
124262_mscoco_3,Two plates of food on the bar of a fast food restaurant.
134558_mscoco_3,A kid on a court with a tennis racket.
84984_mscoco_2,Two surfers catching two separate waves in the ocean.
160192_mscoco_1,The plates have sweet treats and knifes to serve them.
493843_mscoco_2,"A corner of a kitchen with a cabinet, clock, and trash."
559417_mscoco_2,A lit merry go round a dusk on a dock
532530_mscoco_2,The subway stop Square Victoria entrance and the map of the neighborhood
209570_mscoco_2,A piece of cake is half eaten on the plate
568202_mscoco_2,some people at different tables and plates of food
261504_mscoco_1,A clean and crisp looking bed with a light on and a robe waiting.
357402_mscoco_1,a woman holding her tennis racket behind her
481239_mscoco_4,A group of people having a picnic on the beach.
457449_mscoco_1,"A man sitting in front of a wooden desk, filled with papers and a desk top computer."
517128_mscoco_3,An old photo of a plane inside of a garage
27755_mscoco_0,A stop sign sits in front of a billboard in a quiet area.
505043_mscoco_0,a computer desk with two laptops and a monitor sitting on top
559380_mscoco_0,A person is sitting on a bed in a bedroom.
79905_mscoco_0,Appliances lined up on the cement next to a fence.
62491_mscoco_2,A man standing outside a bathroom taking a picture of himself in the mirror.
53263_mscoco_2,A boy looks excitedly at his birthday cake with his friend.
471450_mscoco_3,Three bears are wandering in a grassy field.
523229_mscoco_2,A horrible public toilet that looks like it could use a good cleaning.
233521_mscoco_1,A woman holding a baby plays Wii while feeding it a bottle.
268340_mscoco_0,a stop sign on a wooden pole in front of an empty field.
298252_mscoco_3,A display case filled with a variety of donuts.
520273_mscoco_2,A far away view of an airplane flying in the sky.
487897_mscoco_3,A man and woman sitting at a table in front of a cake.
302536_mscoco_3,An older man playing a video game with a green paper hat on his head.
412571_mscoco_1,A white tray holding various donuts next to a yellow box.
143346_mscoco_3,People are playing baseball on a baseball field
107990_mscoco_1,A young boy riding a motorcycle next to a silver car.
533173_mscoco_1,A number of kites flying in the sky above the sand.
58778_mscoco_4,A man skateboarding on a ramp at a skateboard park.
534887_mscoco_1,A small kid with a red helmet holding some bread.
549261_mscoco_0,"A lot of plants, there tops green and stalks are brown."
35282_mscoco_3,a stop light sits in front of a gas station
164255_mscoco_1,An umbrella is stuck in the sand on the beach.
282176_mscoco_0,A very green bench that is in some grass.
89884_mscoco_1,A good time to relax by the pool and enjoy summer.
495989_mscoco_2,A man is doing a skateboarding trick on a rail.
379488_mscoco_3,A man being swalled by a wave while surfing in the water.
151095_mscoco_3,A crosswalk with a red light during the nighttime with a dumpster and someone waiting to cross.
7511_mscoco_4,People flying a kite on a sandy beach near a body of water.
132288_mscoco_2,The skateboarder has achieved a very tricky manuever.
111864_mscoco_2,A man in a shirt and tie standing next to a man in a t-shirt.
440171_mscoco_2,A man riding on the back of an elephant along a dirt road.
236290_mscoco_4,a person holding their suitcase and riding an escalator down
502163_mscoco_4,Two men who are outside playing with a frisbee.
511076_mscoco_1,A flock of birds surround a man sitting on a bench.
149376_mscoco_1,"The intersection has two red lights, a red arrow and a green street sign."
351875_mscoco_1,Many people are riding motorcycles on the crowded street.
482907_mscoco_2,A propellor fighter plane flying vertically during a display
561366_mscoco_4,A picture of a cell phone Calculator and a computer.
21198_mscoco_4,A person sitting in a dark room with a bright light coming in the window.
515391_mscoco_3,A man in a tie and suit standing.
187187_mscoco_0,A person and a laptop in a room.
254986_mscoco_2,An open laptop sitting on a table next to a pile of books and brochures.
344903_mscoco_2,Tray full of various food including eggs and rice.
245818_mscoco_2,A bus on one of it's sides after some accident.
225184_mscoco_3,A flock of sheep in the field with grass
66320_mscoco_1,Someone in a room taking a picture with phone out a barred window.
308430_mscoco_2,Someone is cooking vegetarian stir fry in a skillet.
141492_mscoco_3,A woman swinging a tennis racquet while on a court.
242139_mscoco_2,Large glass building shining from sunlight on it.
373034_mscoco_1,a close up of a young person in a bed
234136_mscoco_0,Two men smiling while they are in a car with a dog.
461751_mscoco_0,The man is riding his motorcycle while smoking a cigarette.
232241_mscoco_2,Two people with snowboards on their feet on their knees in the snow.
40729_mscoco_2,Adults in formal attire cutting celebratory cake at indoor event.
400489_mscoco_4,A dog and cat laying beside each other in the grass.
383039_mscoco_0,A horned ram and a sheep grazing in a fenced field.
278462_mscoco_1,a man riding a boogie board on a wave
497238_mscoco_4,People walking past a boy skateboarding in a covered plaza
369998_mscoco_3,The stuffed bear is sitting on a purple surface.
286342_mscoco_2,"Black computer keyboard, mouse and batteries on a blanket."
422676_mscoco_2,A group of girls leaning in for a picture by a bench.
255536_mscoco_0,A row of various types of chairs and umbrella with a bridge in the background.
474170_mscoco_3,Two elephants outdoors walking on green grass with trees near by.
342675_mscoco_4,A man stands beside a yellow phone and red car.
90754_mscoco_1,A group of women sitting on a couch with a cat in the background.
209015_mscoco_0,A large giraffe sticking its head into a vehicle.
559474_mscoco_3,A man preparing to hit a tennis ball on a court.
556518_mscoco_3,A baseball player in uniform at bat during a day game.
558213_mscoco_4,a man that is on a skateboard in the dirt
451144_mscoco_4,Two skiers looking out at the view from a high cliff
500952_mscoco_2,A train that is sitting on a rail.
468161_mscoco_1,The man is setting at the table with a plate of seafood.
291664_mscoco_3,An old dog sniffs a red fire hydrant.
577744_mscoco_1,A white car driving past a building with it's reflection in a microwave door.
232684_mscoco_4,A person sitting next to a laptop in a dark room.
403107_mscoco_0,An open laptop computer sitting on top of a desk.
478981_mscoco_1,A casserole is adorned with broccoli and is freshly baked.
473133_mscoco_0,A man riding a surfboard on top of a wave.
176696_mscoco_2,Two donuts sit on a plate next to glasses of orange juice.
75046_mscoco_1,A child's clean bedroom with a stop sign on the wall.
367433_mscoco_2,A side view of a bird sitting on a branch.
359925_mscoco_0,A horse is pulling two people in a carriage on a street.
340420_mscoco_0,two different pizzas that just came out of an oven.
558234_mscoco_3,a woman in white is cutting into a cake
503595_mscoco_1,Meat and broccoli are sitting on a plate.
61831_mscoco_1,There is a red canned beverage in between the two parking meters.
41848_mscoco_2,THERE ARE FOUR STUFF ANIMALS IN A LINE
44524_mscoco_3,Various wild animals stand near each other in a lightly wooded area.
470364_mscoco_4,A woman seated at table with donuts and coffee.
52087_mscoco_2,A young man drinking from a water fountain in the shape of a toilet.
145227_mscoco_3,A guy is posing for the camera with a medal around his neck.
5184_mscoco_2,There is an image of a bear jumping on another bear.
575110_mscoco_3,A man who is pointing to a pink wristband.
10928_mscoco_3,there are many different signs on this street pole
473783_mscoco_4,A train is seen coming out of a tunnel
348701_mscoco_1,A skateboarder performs a trick at a skate park.
538775_mscoco_2,some people tables brown buildings and a clock
437720_mscoco_3,A picture of a naked woman sitting in a chair.
71301_mscoco_0,People watch while two people are on a small ramp covered with snow with snow skis on.
91670_mscoco_0,A car that is slightly driven off the road.
216096_mscoco_0,A person falling off of a surfboard while other surfers watch.
211203_mscoco_1,A breakfast plate with pancakes and bacon and coffee.
528351_mscoco_2,A group of people with umbrellas standing around a white car.
574785_mscoco_1,The underside of an airplane as it flies overhead.
84477_mscoco_3,A beach chair and umbrella in the sand on the beach.
396350_mscoco_0,A boy is crossing the street in front of the buses.
21779_mscoco_4,A woman looking up smiling while on red item.
174690_mscoco_2,A crowd of people standing with suitcases and luggage.
235491_mscoco_0,A city street with a sign that says fun
296871_mscoco_0,a cat resting on the ground next to some beer bottles and a table
206068_mscoco_2,sliced bananas sliced kiwi and grapes mixed together
340247_mscoco_3,People watching someone surfing on waves in a river.
157370_mscoco_0,A woman on a ski slope wearing her skis
153520_mscoco_1,A man catching a frisbee near a group of tables.
65860_mscoco_0,A man flying a kite above in a blue sky.
83925_mscoco_4,A boy prepares to hit a moving ball inside of a batting cage.
504224_mscoco_3,The man is kneeling next to a soap box racer.
151781_mscoco_0,A group of young men standing on top of a lush green field.
5385_mscoco_3,A batter is up to the base getting ready to swing at the ball.
466567_mscoco_4,a donut being used as an ornament for a chistmas tree
538204_mscoco_2,Three vases sitting on a glass table.
190447_mscoco_3,A bicycle chained to a bicycle rack outside a store.
541813_mscoco_2,A couple of small rooms in a house.
81943_mscoco_1,A white toilet in a bathroom with a white tile wall and a brown tile floor.
15968_mscoco_4,A man with a full black suit and tie sitting on a couch.
393478_mscoco_1,A green and yellow train going up an incline in the snow.
385586_mscoco_4,a large boat in a large body of water
315338_mscoco_0,Young man with backpack holding skateboard going down escalator.
76518_mscoco_1,"The recipe ingredients are sitting by the book,"
538198_mscoco_0,An old pickup truck with a tarp over the truck bed.
22646_mscoco_1,A man standing next to train tracks with luggage.
342770_mscoco_0,Young man on side of the road pointing at a truck.
274803_mscoco_3,TEDDY BEAR WITH A AN OLD TOY CALLED THE TOP
243495_mscoco_0,a toilet with writing under the lid
519193_mscoco_1,A group of children play on Nintendo game systems.
556751_mscoco_0,A beautiful little blond girl using a smart phone.
509531_mscoco_2,Flowers in various vases are sitting on the counter.
221017_mscoco_3,A chicken walking around on the ocean shore.
400552_mscoco_0,A variety of pots are stored in a nook by a fireplace.
31322_mscoco_3,White ducks on the water in front of boats.
257370_mscoco_4,Two people playing a video game on a television.
304069_mscoco_1,a white van with some writing on the side of it sitting on the side of the road
522889_mscoco_1,"a black woman wearing white attire and shoes running on a tennis court,"
241726_mscoco_2,A clock stands along a quiet golf course.
472472_mscoco_2,A beach full of people and a guy with a disc.
483836_mscoco_0,a zebra waking through the herd across grass
292685_mscoco_1,Several elephants wearing decorations walking in a line.
378809_mscoco_1,Several school buses reflected in the side mirror of a vehicle.
572081_mscoco_4,A person on a blue tennis court playing tennis.
553667_mscoco_2,A black child who is enjoying a sandwich.
343445_mscoco_0,A vase that has a flower inside of it.
219594_mscoco_3,A bear looking for food in a stream.
196295_mscoco_2,many elephants are walking on a trail and some trees
199319_mscoco_0,A group of palm trees with lots of bananas hanging from them.
383921_mscoco_4,A herd of large elephants get to the other side after crossing a river.
21764_mscoco_1,Skate boarder on half pipe about to fall off.
441440_mscoco_4,A large fighter jet plane flying in the sky.
81552_mscoco_4,"Cat curled up, sleeping on a red plush couch."
367608_mscoco_4,A young man jumping with a skateboard over another young man sitting on the ground.
5032_mscoco_2,A child standing on skiis with an older woman waves at the camera.
561563_mscoco_3,"A small bathroom has a toilet, sink, and cabinet."
50124_mscoco_2,A bus parked on the side of the road while in traffic
502090_mscoco_2,A kite flying through the sky on a clear day.
540834_mscoco_0,A man on a surfboard in the water.
37638_mscoco_4,A display at a grocery store filled with lots of different fruits.
404601_mscoco_2,A yellow and black sign for a restaurant and lounge with red arrow pointing downwards.
543112_mscoco_1,A sidewalk scene with focus on a bench.
524595_mscoco_2,A medium distance shot of a tennis match
50148_mscoco_4,A couple of people in a room with a remote.
229388_mscoco_4,A guy wearing a white turban and holding a cross is on a cell phone.
521874_mscoco_3,A small train on one of several sets of tracks.
458846_mscoco_3,"The stop light reads green, and there are two huge buildings in the back."
377715_mscoco_1,a baseball player holding a bat on the field
345027_mscoco_0,A scooter and tiny truck at a beach dry dock.
518438_mscoco_2,An intersection of streets with stop lights hanging above.
346577_mscoco_1,Surfer in a wet suit riding on top of a wave.
550995_mscoco_1,two men holding game controllers in front of a laptop screen.
427876_mscoco_1,A traffic light with green arrows under a street light.
392365_mscoco_2,A group of baseball players in a field
270009_mscoco_0,The train moves thru this part of the city.
772_mscoco_3,A herd of sheep standing on a lush green field.
127153_mscoco_0,A couple of women that are holding umbrellas.
364703_mscoco_0,a red train on a train track below power lines.
365542_mscoco_3,A double decker bus driving down a street.
512182_mscoco_1,A kid plays video games on a flat screen TV.
461092_mscoco_3,A orange fire hose box next to a door.
443649_mscoco_0,The computer screen has words type into a program interface.
579226_mscoco_3,A clock mounted to the side of a building.
571925_mscoco_3,A giraffe that is standing in the grass eating from a tree.
253746_mscoco_4,Person is wearing white shirt and tie. He is smiling
448983_mscoco_1,a bunch of parked cars on a city street
212603_mscoco_4,A beige cat is curled up asleep on a desk.
364299_mscoco_0,An animal walking through a river on water.
506933_mscoco_0,A man with a bald head wearing a pair of glases.
419378_mscoco_3,A truck sitting at a stop light at an intersection.
403389_mscoco_3,A plate of cooked food sits with meat and beans.
338219_mscoco_3,A man looks at a motorcycle amongst others in a field.
421471_mscoco_4,This is a lavatory of an airplane.
468577_mscoco_0,The small girl is lying on the mattress of a crib.
449485_mscoco_2,A little girl standing behind a suitcase holding a book.
313162_mscoco_0,A pizza is shown on a plate on a table.
441432_mscoco_4,"A green trashcan is filled garbage including some cups, a green can, a plastic cup and a broken umbrella."
197090_mscoco_0,A red stop sign sitting on the side of a street.
334007_mscoco_1,teddy bear like candy on a wooden table
555405_mscoco_3,Some kites are flying in the clouds and traveling together.
521542_mscoco_3,A kitchen filled with appliances and dishes on counter tops.
505223_mscoco_4,Three teenagers are practicing playing soccer in the park.
41998_mscoco_1,A clock tower rises high above the main square.
299000_mscoco_0,A metro bus approaches an intersection where a traffic cop is directing traffic.
565941_mscoco_0,A man serving a small chocolate cake on a white table.
568195_mscoco_1,A man standing next to a woman near a cake.
121497_mscoco_3,A handlebar controlled device mounted to an acrylic stand.
99996_mscoco_1,A dog with a tennis ball is laying in the sand.
406932_mscoco_1,Dog looking out car window as reflected in side view mirror.
330493_mscoco_1,A person standing in a room by some tables.
21900_mscoco_4,A man riding on the back of a white horse.
174091_mscoco_0,A pizza sitting on top of a white plate.
239959_mscoco_4,A bathroom with white toilet and shower stall
413419_mscoco_4,A quaint white house sits behind a cluttered fence.
356092_mscoco_4,a white and black bird some plants and clouds
63434_mscoco_4,A man wearing a tie and a sweater.
82889_mscoco_1,a black table with purple tray with a drink and food on it
344308_mscoco_3,"A bedroom area with a bed, nightstand, lamp and table."
304330_mscoco_3,there is a man that is hand feed a giraffe
96625_mscoco_4,A person doing a trick on a snowboard off a hill.
318386_mscoco_2,A white plate covered in sauce covered food rice and broccoli.
499393_mscoco_1,A boat filled with passengers speeding across a lake.
42070_mscoco_0,A very big city bus on a big street.
441009_mscoco_2,a couple of kids are sitting on horses
54091_mscoco_2,A woman looking at a new laptop.
223857_mscoco_3,A wmoan with purple hair and a tie takes a self portrait.
422017_mscoco_1,A man holding a snowboard looking down a mountain.
499226_mscoco_0,A cat laying in a chair next to two remote controls.
67823_mscoco_3,The blue bike with the helmet on the back is parked.
296730_mscoco_2,A tall church has clocks and trees on a street corner.
361153_mscoco_1,A plate of green vegetables with sauce on the side
370677_mscoco_0,Three workers stand next to each other with their baked goods behind them.
297620_mscoco_0,A large open room with a long white staircase.
38294_mscoco_4,a CGI photo of a animal sitting on some vegetables
111683_mscoco_1,Two guys wearing suits are eating at a party.
241758_mscoco_2,Two white boats Dr. DePere in Clearwater.
153092_mscoco_4,Long legged birds in water and their reflections
412510_mscoco_1,A man is using are urinal while smiling at the camera
206381_mscoco_3,A woman sitting in a pile of hay with an animal.
145831_mscoco_3,The skateboarders are attempting tricks on the ramp.
69911_mscoco_2,A view of someones shoes hanging on the power lines in the city.
417716_mscoco_1,THIS IS A STOP LIGHT ON RED NEXT TO A BRICK BUILDING
556183_mscoco_3,some pasta with broccoli mushrooms and sauce
30645_mscoco_2,A brown horse walking through a dirt field next to a tree.
507663_mscoco_1,A group of men playing a game of frisbee.
462953_mscoco_3,There is a pile of numerous crates with different colors.
176060_mscoco_3,Pieces of thing crust pizza laying on a wood surface
359039_mscoco_4,A black and white photo of young boys and girls.
171622_mscoco_0,The person is riding their snowboard down the hill.
402118_mscoco_0,A person riding a snow board while flying through the air.
328284_mscoco_2,a man skiing on some snow in the woods
10613_mscoco_4,A man holding a box of donuts for others to enjoy.
337065_mscoco_2,a plate with a bunch of food on it
382041_mscoco_0,a man in yellow is doing a trick on a skateboard
395550_mscoco_1,A cat that is laying on a remote control.
512576_mscoco_1,a ceiling fan a light some chairs and a stove
472067_mscoco_0,A group of people seated while holding umbrellas
