uid,caption
000000272615,four bowls containing different types of food in them
000000272630,The two laptops are still on the table.
000000272635,A large white bird flying over a rock cliff side.
000000272658,A living room with two chairs and a couch and a small room with a tv and a piano.
000000272666,A young boy wearing camouflage sitting in a doorway.
000000272673,A bathroom has brown towels and counter top.
000000272713,A cat sitting next to a bowl filled with water and roses.
000000272718,A windsurfer glides over the blue waves under a clear sky.
000000272727,A horse grazing a field with pink flowers.
000000272728,A bouquet of flowers stands on a table.
000000272736,A plane flies high in the middle of a dark sky.
000000272738,"A table with a computer, yarn, a glass and several other objects."
000000272857,These two poles street signs have the names of two U.S. presidents.
000000272863,A tub and and sink in a bathroom.
000000272880,A woman holding a piece of paper near a pan of pizza.
000000272889,A flower vase with lavender and white petaled flowers.
000000272925,Debris is covering the sidewalk with spray paint
000000272926,A pair of giraffes stand next to rocks on the grass.
000000272949,A man on a snowboard near a group of people.
000000272953,a brown horse feeding on the grass which is well cleaned
000000272955,A young man laying on the ground next to a skateboard.
000000272961,An adult horse and baby horse walking across a yard.
000000272968,"A bed made out of large slabs of wood, with end tables on both sides."
000000272970,A large blue object that has stuffed animals inside of it.
000000273002,A person standing next to a chair holding an umbrella.
000000273045,A fish and some broccoli in a glass tank.
000000273052,A sheep lying on a hill side next to a tree.
000000273059,A beginning toss off in an ultimate frisbee game
000000273079,a surfer on a surf board in the midst of a wave
000000273118,an elephant with something in its trunk standing by a fence
000000273123,Road signs showing miles to Laugar and Akureyri.
000000273155,A woman in a white dress holding a racquet.
000000273156,Elephant walking through a dusty field in the savannah.
000000273188,A red stop sign sitting next to a wooden fence.
000000273190,A young person swinging a baseball bat and striking the ball.
000000273196,black and white picture of outdoor four faced clock lit up for the night
000000273316,A tennis player readies himself to hit the ball.
000000273323,A sail boat docked in the water
000000273329,A group of people observing wines at a convention.
000000273354,A teal train pulls into a train station.
000000273420,A man on a cell phone standing next to a bed.
000000273469,TWO PIZZA BOXES AND BEVERAGES KEPT NEAR TO THEM.
000000273470,A woman is standing in front of the refrigerator door open.
000000273494,There is a hotel room with a tray of breakfast on a bed.
000000273551,A line of motorcycles parked in front of a row of flags.
000000273556,a toilet a toilet brush and two legs and feet
000000273582,A batter that just swung at a pitch just thrown and struck out.
000000273586,Three surfers take their positions to ride an ocean wave.
000000273617,a street light is on at the top of a hilll
000000273618,A large elephant standing next to a smaller elephant.
000000273637,"A woman holding two wine glasses, one in each of her hands."
000000273645,"Sunbathers are on a rocky beach with towels, and umbrellas."
000000273657,Two frosted donuts are sitting on a white plate.
000000273684,A man pitching a baseball while holding a catchers mitt.
000000273698,The breakfast setup includes pancakes with a cherry.
000000273712,Large black two door refrigerator in an apartment under renovation.
000000273728,A man wearing a cowboy hat rides a horse in an urban area.
000000273760,A man standing on top of a tennis court holding a racquet.
000000273772,A book perched on the arm of a roadside bench
000000273791,A person walking on a checkered stone sidewalk with an umbrella.
000000273825,A man with white hair talking on a cell phone.
000000273841,Two young children play a video game console.
000000273855,Two boys sit at a kitchen table eating cereal.
000000273859,a kitchen area with some appliances and shelves
000000273878,A person has taken a picture of their phone.
000000273889,A woman walking along a tennis court holding a tennis racquet.
000000273909,A young lady jumping in the air while playing soccer.
000000273918,The side of a large black train with a red stripe and white number.
000000273930,The cat is standing on the corner of the bed.
000000273967,A woman walking in ocean next to a white surfboard.
000000274010,A young boy playing a video game while sitting on a sofa.
000000274014,A group of people on skis stand in a line.
000000274035,A guy stands ready to hit a tennis ball.
000000274052,A bird perched on top of another bird
000000274058,A dog looking over the side from the bed of a pickup truck
000000274063,a meat lovers pie sits on top of a silver slab
000000274066,People inside the water at the beach with their surf boards
000000274083,Men standing in a street next to a car and a large bus.
000000274091,A clock hoisted up in the air by a glass covering.
000000274126,Houseboats are docked on the water's edge near a long bridge.
000000274134,A book shelf filled with lots of books.
000000274216,A person sitting on a boat that's tied to the dock.
000000274233,A street sign sitting in front of a lush green palm tree forest.
000000274240,a young boy wearing a helmet and skate boarding in the air
000000274272,A large red bus driving in heavy traffic.
000000274291,a persons feet and legs and luggage on the floor
000000274298,Two horses in a field by a stone fence.
000000274331,A giraffe is standing in field looking at something.
000000274352,A group of people around a table at a crowded restaurant.
000000274398,"Box for 6"" Bench Grinder sitting next to a knife."
000000274399,two elephants with a person riding on each one
000000274416,Pink and yellow flowers are in a brown vase.
000000274418,a person standing holding an open umbrella
000000274438,A man is flying a kite at a beach.
000000274449,A large group of people with umbrellas in the street.
000000274470,A black dog next to four different boats.
000000274494,"A bathroom with mirrors, a sink and railing with a towel draped over it"
000000274538,a group of people standing in front of some building with candles
000000274541,A group of white folks sit in front of laptop computers.
000000274549,Ski patrol skier going through a snowy and forested area.
000000274593,The white van is driving past the red fire hydrant.
000000274599,A herd of animals standing in some hay.
000000274606,A large long train on a steel track.
000000274612,This is a line of bicycles under two umbrellas.
000000274613,A zebra stands below a tree leaning at a fourty five degree angle.
000000274629,A cover from Time Magazine is taped to a stop sign.
000000274651,a big sandwich that is on a big white plate
000000274657,A teddy bear is seen looking out the window.
000000274678,A smaller giraffe is standing in the green grass.
000000274687,A bicycle is standing next to a bed in a room.
000000274708,Several people in skis standing on a snow covered incline.
000000274773,"Empty building with mopeds in front, all bearing the same phone number."
000000274792,A bundt cake pan filled with a batter
000000274800,Sleeping tabby cat laying among cat scratching post and sleeping bag.
000000274803,TEDDY BEAR WITH A AN OLD TOY CALLED THE TOP
000000274804,A plate of orange segments laid out in a circle.
000000274835,a steak with mashed potatoes and broccoli next to a water glass
000000274864,a white buildings sitting between some more colorful buildings
000000274869,Several ships sailing in the water near a bridge.
000000274870,A man swinging for a ball on a tennis serve.
000000274917,Three male military officers are cutting a cake.
000000274931,An old photograph of a city street lined with cars.
000000274939,Clock and flag on street corner of NE Stella St.
000000274957,There is no image here to provide a caption for.
000000274959,An old propeller airplane that is on display.
000000275015,a man is flying a kite in a field
000000275020,Only an idiot would put mustard on a pair of sugar frosted donuts.
000000275025,Horse standing in open field staring at camera.
000000275027,The light is red at the empty intersection.
000000275034,A young skier skiing down a snowy slalom.
000000275111,A man on his cell phone walking past benches in a city
000000275117,A man looking at a laptop next to a beer can and speaker.
000000275120,A bottle and candles are sitting on a table with a birthday cake.
000000275161,an image of polka dot umbrella being held
000000275175,"A cutting board, small knife and assorted vegetables."
000000275197,A kitchen area that has items on the counter tops.
000000275198,A group of people holding umbrellas eating a meal outdoors.
000000275202,a small pizza that is on a brown table
000000275210,A giraffe in a dry savannah with dry shrubs
000000275237,a train car that looks like a school bus on rails
000000275268,a kid with a bear and dogs in its lap
000000275270,A very clean sink that is in the bathroom.
000000275279,A DOUBLE BATHROOM SINK WITH GRANITE COUNTER TOP
000000275332,Boy jumping his skateboard on a riverside walkway.
000000275374,Two people drink from cups underneath a bunk bed.
000000275392,Woman sitting ontop of a large brown and white horse.
000000275393,A tennis player prepares to hit a forehand shot in a tennis match.
000000275429,Flowers in a vase on a window sill.
000000275448,a person on surfing board moving very fast on watrers
000000275449,Glass of red wine with mottled cat behind on table.
000000275488,Four men are sitting on a bench looking at a laptop computer.
000000275496,A group of boys skateboarding next to a glass building and some water.
000000275501,a bird landing on a beach towel at the beach
000000275515,A truck that is sitting in the grass.
000000275611,One cheese pizza cooked and sliced on a pan.
000000275657,a man with a fork ready to eat a pizza
000000275668,Two beds inside of a large hotel room
000000275695,Many cabinets assure plenty of space for dishes and food items.
000000275727,a yellow and gray train some tracks and trees
000000275749,small gathering of people at a friends house for drinks
000000275751,A red and yellow train going down the train track.
000000275754,A young child in a blue jumpsuit holds two bananas.
000000275761,A military fighter jet in flight armed with missiles.
000000275781,A woman in red shirt standing in bathroom with sinks and a television.
000000275791,A large trains travels past a river that contains several different boats
000000275834,A person holding hot dogs wrapped in foil papers
000000275843,A double decker bus is red and white in the city.
000000275898,A couple of stuffed teddy bears sitting next to each other.
000000275929,Broken toilets and sinks are outside on the stairwell.
000000275933,Two teams compete for the ball during a soccer game.
000000275979,A cat standing on the arm of a chair
000000275999,A white and yellow flower arrangement is in a gold vase sitting on a dinner table.
000000276024,Two men on horses drive cattle down the road.
000000276036,A half of a cake with a butter knife
000000276055,A woman holding a drink and a large carrot
000000276057,A person laying in a bed with some laptops on.
000000276063,a group of parked cars next to a fire truck
000000276066,A tall giraffe standing on a dirty covered field
000000276146,A filtered photograph of a pizza and wine.
000000276149,Skiers and Snowboarders on the bottom of a ski hill
000000276192,a close up of a pizza on a pan on a table
000000276254,An aerial view of a harbor with several docked boats.
000000276260,Two equestrians are riding horses down a path.
000000276263,some people laying on the ground in a bath room
000000276284,A motorcycle is parked in a parking lot.
000000276323,A motorcycle that is sitting in the sand.
000000276381,A woman in a dress laying on a bed on the dirt.
000000276387,a toilet setting outside at the curbside of a house in the snow
000000276434,Two hands cut into a cake with fruit on top of it.
000000276437,A silver train crossing the road on tracks.
000000276476,A skateboarder does a trick at a skate park.
000000276488,A close-up of a plate of food with tortilla chips and a sandwich.
000000276528,A bedroom with a bedspread and a window.
000000276549,A couple of giraffes are standing in a corner
000000276552,A man sitting at a table with a plate of food.
000000276580,a baseball player swings his baseball bat in front of the dugout
000000276596,A commuter train in Brussels pulls up to a terminal.
000000276616,A hand holding a long wine glass with wine.
000000276638,Skiers and snowboarders using a rope tow on a ski hill.
000000276673,A baseball player swinging a bat towards a balll
000000276706,an image of a cat lying in side a box
000000276707,A street sign prohibiting vehicles in front of a store.
000000276719,classic cars on a city street with people and a dog
000000276720,A house lined road with red trucks on the side of the street
000000276731,Street sign made of metal againt a blue sky.
000000276804,A person stands at the base ready to hit a ball.
000000276836,A toilet with a wooden lit and two unique bowls.
000000276840,A group of people that are standing in the snow.
000000276841,A woman at a baking rack with doughnuts in her hands.
000000276852,A zebra standing on a lush green hillside.
000000276863,A couple instrument cases are stacked up with a red hat on top for donations.
000000276892,A giraffe and a zebra stand on a concrete area near rocks.
000000276893,a little girl taking a nap on a big bed
000000276921,Two teddy bears hang from the inside of a car.
000000276945,a close up of a stove with electric hot pad
000000276969,Horses sit in the woods behind trees and brush.
000000276986,a dog is laying on a bed under a blanket
000000277005,Several people are leaving a bus station with a bus next to it as a person rides by on a bicycle
000000277015,A mug sits next to a computer laptop and a flash drive.
000000277020,Man reaches over for his plate at a restaurant counter.
000000277032,A man standing next to backpacks and skis and poles.
000000277051,A couple of small birds standing on top of a table.
000000277073,Group of people traveling on a busy city street.
000000277080,A woman taking a bite out of a piece of pizza.
000000277089,An interesting fruit tree bare of leaves stands in front of a lake near an apartment building.
000000277094,Two police officers direct traffic at a busy intersection.
000000277146,An Ana air plane is parked at the port.
000000277162,A delicious pile of condiments complement a hot dog
000000277172,A Fed Ex truck and a car sit parked on the street in the fall.
000000277197,A very large and very posh living room.
000000277227,Some small boats parked close together on land.
000000277235,a small kitten is looking in the mirror where you can see its reflection
000000277239,long tables with black chairs behind them
000000277289,A living room filled with furniture and a window.
000000277326,A woman standing in mid swing with a tennis racket
000000277329,a nice view of a mountain with some green fields in front.
000000277383,Some guys playing with a disc in a grassy field.
000000277390,a couple of men are standing in a kitchen
000000277422,A man holding a surfboard while wearing a wet suit.
000000277479,A toddler girl getting something out of the refrigerator
000000277521,A traffic light sitting above a street with lots of traffic.
000000277533,A man sitting on a red couch holding a Wii game controller.
000000277542,A man ridding a horse herding cattle down a road as automobiles follow.
000000277543,A bunch of identical bear key chains with green clovers hand on a turn rack.
000000277584,A cat looking in a door from the outside
000000277587,a big bed sits in a room next to a bathroom
000000277592,A tall giraffe standing in front of two giant stones.
000000277614,A black and white train passing near a red and white gate.
000000277625,There are some people riding the hose in the old days.
000000277642,a picture showing a baseball pitcher throwing a pitch
000000277659,Several vases that have colorful decoration set next to each other.
000000277674,A portion of the cake has been cut and served on a plate.
000000277689,Lavishly decorated cake and empty drinking glasses await their tropical guests
000000277694,A brown cow lying on a street with motor bikes parked nearby
000000277710,A person on skis going down a mountain slope.
000000277717,A man has his hand up to his ear as he walks past a bridge.
000000277738,"A piece of luggage is part of a large statue, with a man sitting on the side."
000000277749,a number of cows on a field near some water
000000277761,A man dressed in a baseball uniform swinging a bat at a ball.
000000277793,A black and white cat sitting on top of a red suitcase.
000000277865,A view of the London Eye and Thames River from a luxurious hotel bathroom.
000000277869,A double Decker bus that is being driven on a road.
000000277932,A giraffe that is standing in the grass.
000000277945,A baseball player swinging a bat at a baseball.
000000277961,A zebra eats grass in an open field.
000000277971,A young man sitting next to a little girl on a bed.
000000278006,"Street signs in front of a hree-story grey frame house with bay windows, dormers, and a porch."
000000278032,a train is stopped on the train tracks at the station
000000278121,A desk with two computer monitors and a keyboard on it.
000000278134,Two DVD cases with both of them relating to cats.
000000278161,A large yellow school bus driving down a road.
000000278166,A lit candle in the shape of an elephant.
000000278168,a female tennis player in a blue top on the court
000000278172,A young lady is lighting the candle before eating her meal.
000000278175,A brown bear walking over a hill near a tree.
000000278184,A dog sleeping next to a big teddy bear.
000000278203,Man on bicycle pulling trailer with attached skis.
000000278226,A man sitting in front of a laptop computer next to a child.
000000278237,a busy city street with cars and a bus
000000278290,a black and white photo of two men in black robes skateboarding.
000000278295,view of a snow capped mountain from in a plane
000000278306,A tropical bird with white feathers on a bush.
000000278323,a woman throwing up a tennis ball during a serve
000000278338,There is a nice hotel bathroom with full furnishings
000000278350,A man with a thumbs up in some water as another looks on.
000000278353,A sheep with short hair stands under a fence.
000000278359,A little toddler boy sleeping on his couch with a remote in his hand
000000278365,Friends eating takeout pizza on the back deck at night
000000278395,A man is on a surfboard and is pulling something in the water.
000000278401,a van driving down a street next to very tall buildings.
000000278435,A man riding a red scooter down the street.
000000278449,There is a thin crust pizza on the counter
000000278462,a man riding a boogie board on a wave
000000278463,A laptop and planner sitting on a cluttered desk.
000000278506,A group of people standing on top of a sandy beach.
000000278512,The group of young people have deplaned in a muddy area.
000000278535,A distorted picture of a store is shown with an island in front of it.
000000278550,a dog rests in a basket on a bike
000000278570,Four fire hydrants that are close together with writing on them.
000000278576,An old pickup truck and buildings on a dirt road.
000000278579,Two men are hugging at a formal affair.
000000278582,Someone holding their camera above the crowd in order to take a picture
000000278601,A rusted truck sits abandoned in some underbrush.
000000278627,A man and a woman in front of a variety of food.
000000278636,A group of men playing frisbee against each other.
000000278747,The train is going down the railroad tracks.
000000278749,a black and white photo of a person holding a sign
000000278760,A large jetliner flying over a tall building in the sky.
000000278801,A man fallen on the ground while riding a snowboard.
000000278822,A group of people standing by boxes of doughnuts.
000000278829,A baseball field with a huge crowd watching and players playing.
000000278848,People are standing in the rain alongside a bus.
000000278853,Man jumps aloft while balanced on a snowboard.
000000278867,A man is throwing a baseball near some water
000000278890,A picture of someone doing something on their phone.
000000278899,a lot of different types of luggage bags near one another
000000278934,two people stand near a stop sign wit ha sky background
000000278961,a very small bathroom with a toilet with the seat up
000000278967,A woman on a surfboard in a wave.
000000278973,A man starting to stand up on a surfboard in the ocean.
000000278977,An older man sitting on a park bench.
000000278988,A piece of cake is sitting on a plate with a fork sticking out.
000000279013,A man in wetsuit carrying a white surfboard on beach.
000000279030,A tennis player is in motion with his racquet raised.
000000279047,A wooden cabinet and a wooden shelf next to one another.
000000279081,a traffic light some signs buildings a street and trees
000000279085,A young person leisurely working on a computer in the living room.
000000279097,A transit bus sitting on a street side as passengers board.
000000279103,A glass blender filled with pink goo in a kitchen.
000000279140,A city bus traveling on a road near a street sign.
000000279145,a wooden bench surrounded by some potted plants
000000279149,A female with tattoos standing at a kitchen sink half naked.
000000279154,A red fire hydrant is set up in a grassy clearing.
000000279159,An orange and white cat sleeping on a blanket
000000279165,Zebras standing and eating from a pile of food on the ground.
000000279176,4 people play frisbee in a grassy field
000000279203,A pair of skiers unload their gear next to their vehicles
000000279208,An elephant is in the middle of a herd of zebras.
000000279209,A man is standing on a snowy path surrounded by evergreen trees.
000000279221,a group of people huddle together on a sidewalk with a big truck in the street
000000279256,A woman riding on a white and brown house.
000000279265,A man walking in the kitchen near a chair.
000000279279,A horse touching another horse nose to nose.
000000279305,A cake that has candles that are lit on top of it.
000000279386,a cat underneath a wood table playing with a glass cup
000000279387,A fire hydrant looks weathered on a torn sidewalk.
000000279395,a scale model of a boat passing by a drawbridge
000000279407,A kid on a field with a baseball glove.
000000279420,Special ramps allow skiers to practice during the summer.
000000279437,A bed room furnished in an antique manner
000000279463,A magazine with the title Games for Cats is showing two cats in a toilet.
000000279490,A woman sitting at a table eating a piece of cake.
000000279491,There are two people with food in a kitchen.
000000279499,Two busses with asian writing are in a parking lot.
000000279521,People standing on the sidewalk outside public transportation.
000000279524,"Photo of a living room with a TV on the floor and one on a stand, a person standing outside the door way."
000000279541,A display of different pizzas in a restaurant.
000000279549,Am an taking a swing at a tennis ball
000000279558,A man flying a muti-tiered kite at the beach.
000000279596,A stop light that is green that also has various other street markers on it.
000000279621,a yellow and black train is coming down the tracks
000000279634,A little kid standing with a helmet on and a snowboard in their hands.
000000279649,A passenger jet is moving down the runway.
000000279677,a person holding a kite flying in the air
000000279692,A kitchen that includes a microwave and other appliances.
000000279696,A sad clown with a patrion at the event
000000279714,Closeup of a button in front of the Louisville Slugger factory in KY.
000000279716,Three people in the water holding surfboards.
000000279723,A woman looking at a table pc sitting on a table.
000000279730,A person holding a sandwich next to a cup of coffee.
000000279769,Banana on a paper towel behind a banana shaped paper towel.
000000279809,Two black cats looking out of a window.
000000279818,The hitchhiker is waiting for the next available ride.
000000279824,A boy sitting down holding a trumpet.
000000279846,A mini pizza with an egg in the middle.
000000279850,A large long bus on a city street.
000000279874,A bus traveling down a street next to a person walking across a street.
000000279879,An African American tennis player preparing to serve a ball.
000000279887,Many motorcycles are displayed in the store with descriptive signs posted near them.
000000279895,A man in uniform with a bunch of guys in line.
000000279919,Cat laying on wooden floor with toy banana
000000279927,PERFORMERS DOING A SHOW IN FRONT OF SPECTATORS
000000279933,A train riding along the tracks along a bank of dirt.
000000279940,a guy about to fall standing on one leg looking to fall over
000000279948,A boy in yellow shorts on chair at kitchen sink.
000000279984,A lady walking in a grassy area holding a kite.
000000279994,Dog resting it's head on the arm of a couch.
000000280007,An American flag atop a tall columned building.
000000280017,A close-up of the Seagull standing on the beach and ocean.
000000280036,A boy in black sweater standing on beach flying a kite.
000000280073,A rider on a horse in a green field.
000000280079,A man carrying a surfboard is entering the ocean.
000000280083,The little girl is eating her lunch at her desk.
000000280107,People are holding surfboards while standing in the water.
000000280114,A man sleeping on a public bench on a patio.
000000280184,A man doing a tail slide on a rail
000000280230,a close up of a table with many plates of food
000000280238,People walking in an area next to trucks and a building.
000000280239,A train speeding down the tracks in the middle of a field.
000000280271,A fighter jet taking off from an airport runway.
000000280293,A boat floating down a river next to a blue bench covered shore line.
000000280320,"Five urinals in a row, one has a railing."
000000280325,a old wall that has some writing on it
000000280360,A blue airplane flies in a clear blue sky.
000000280363,A view of a bedroom as seen from the outside with the reflection of bushes on the window.
000000280370,"rodeo with two riders on horseback, herding a cow"
000000280392,Two young people are posing for the camera with their surf boards.
000000280413,A street sign on a city street with tall buildings.
000000280424,Three zebras standing near each other in a penned in area.
000000280464,A woman holds an umbrella in the rain.
000000280498,A TV mounted on a wall next to a kitchen with a sink.
000000280515,Two elephants are walking towards the water puddles.
000000280536,A table that has various trays of food.
000000280560,A person holding a tennis racket on a tennis court.
000000280607,A rustic pizza being cut into eight slices
000000280623,A man in glasses wearing a sweater over a tie.
000000280678,"A plate of seasoned chicken, pizza, green beans, and potatoes."
000000280687,a square plate that has some food on it
000000280688,A coffee cup that is in front of a keyboard.
000000280705,A person holding up a purple suit case.
000000280709,A dog with a kerchief has jumped in the air catching a pink frisbee.
000000280710,A group of people walking down a city street near a bus.
000000280732,A red and white cellphone sits on a white computer keyboard.
000000280733,A small bus driving past a very tall pole.
000000280734,A pizza sits on a plate on a dark surface.
000000280736,Cat staring at something while sitting on porch.
000000280760,a child laying in bed sleeping with a chair near by
000000280761,A woman uses a computer outdoors near a tent.
000000280766,A man in black jacket playing a game with a Nintendo Wii controller.
000000280779,A cross country skier in the falling snow.
000000280810,"A plate holds a meat pie, carrots and broccoli."
000000280819,A guest looks over the plates of fruit on the table.
000000280840,A plate with a sandwich and fries on a table.
000000280865,"an open sandwich with meat, onion and egg slices"
000000280909,A little girl is dressed for and ready to play tennis.
000000280911,A group of large gray elephants walking through a forest.
000000280972,a foot is flushing a toilet in a blue bathroom
000000280976,A baseball player squatting and holding his glove towards the ground
000000281008,A man surfboards skilfully over a large wave.
000000281012,A group of boys in T-shirts and shorts playing Frisbee.
000000281017,"A bathroom showing a tub, toilet and sink."
000000281019,"A bathroom with a tub, sink and toilet"
000000281028,An empty train is sitting in a train station.
000000281032,A man stirring something in a foil roasting pan.
000000281040,A girl carrying a surfboard toward the water.
000000281056,A man in a field holding up his cell phone.
000000281072,A man riding a skateboard down some cement steps.
000000281148,A bird perched on a pair of brown shoes.
000000281163,The hotdog is ready to be eaten.
000000281188,some food stuff is mixing in a blender
000000281208,A cat is standing on partially a laptop and the computer desk.
000000281220,There are three pictures of clocks and one with a woman.
000000281221,Giraffe grazing on leaves from tree in native area.
000000281259,A young person in a black tee shirt at the batting cages.
000000281296,A woman wearing a red sweater holding a cat.
000000281315,a group of people in a field with a frisbee
000000281317,A picture of a busy road at night
000000281331,a dog that is hiding under a bed
000000281353,A small bathroom is shown from a door.
000000281365,a mens bathroom with a bunch of urinals and large sink in the center
000000281376,"A desk with two laptops, two computers, headphones and a cell phone."
000000281387,a well made meal on white plate put on a table
000000281397,A bunch of old cars that are parked in a lot and on the street.
000000281414,A woman sits on a ledge and looks at her phone.
000000281424,A tiger stripped cat sitting on top of a purple piece of luggage.
000000281429,A man with a helmet on a skateboard
000000281447,a blonde horse is standing in a field
000000281448,Two white sheep grazing in field under light.
000000281455,A black and white image showing birds flying over a body of water.
000000281475,A vintage photo of a girl and her dog hugging on a bed.
000000281508,A bunch of surf boards lined up along a fence at a beach.
000000281512,"A police officer walking down a city street with a stop sign, buildings, and parked cars in the background."
000000281533,A big brown dog is watching a television.
000000281534,a man sitting on a bench reading a book
000000281541,A woman with glasses has a small phone to her ear.
000000281573,"fTwo people take a ""selfie"" at an outdoor fair event."
000000281582,A pile of fed ex boxes sitting on the floor near each other.
000000281598,a kitten hanging from the side of a chair
000000281601,A man smiles while eating a meal with chop sticks.
000000281602,A man exits a building holding a black and white umbrella.
000000281609,Several stuffed bears and a suitcase by a table.
000000281649,a couple of horses that are eating out of a field
000000281660,A window of a vehicle looks out toward a concrete wall.
000000281679,Men in sunglasses are sitting at a table smiling.
000000281683,A bathroom with black and white tiles all around it.
000000281687,a couple of women are talking on their cellphones
000000281688,Players in a baseball game are on the field.
000000281696,A large group of motorcycles driving in a parade with parade onlookers.
000000281711,Wide open kitchen area with wooden floors and small refrigerator.
000000281722,A VERY SMALL COAT IS IN VERY SHALLOW WATER
000000281733,A boy eating a chocolate donut with sprinkles.
000000281754,A young boy holds an umbrella for a girl.
000000281758,A man and his dog hike on a mountain.
000000281759,Women in warm weather clothes with multi-colored parasols.
000000281766,a person riding a bike in a crowd of walking people
000000281782,A man and child are flying a kite.
000000281809,A woman wearing glasses holding a piece of a carrot.
000000281820,Two cubes with pictures of girls on their 4 sides stacked and supporting a wooded board.
000000281827,a plane is flying in the sky near some buildings
000000281837,Woman wearing red sash and hat holding umbrella.
000000281853,This king size bed is neatly made.
000000281868,A bathroom with a raised sink and a mirror.
000000281882,A cup of coffee and a cell phone on a table.
000000281924,A slice of pizza with pepperoni and pineapple on it.
000000281929,A formally dressed man holding his bike.
000000281950,A lone toilet sits in a large bathroom.
000000281972,a close up of a baseball player holding a bat
000000281976,A couple ooks at their sausage in the micro wave
000000281977,A dog catching a frisbee in a yard
000000282037,base ball players having a practice before the game
000000282046,A bench in the sand facing an empty beach.
000000282062,a group of young men standing around a lush green field.
000000282066,many kites flying in the sky above a field
000000282098,A large display case has advertisements and posters in it.
000000282113,A cow is grazing for food by himself
000000282134,A man and two dogs in a room.
000000282143,A slice of pizza sitting on top of a tray near the ocean.
000000282145,A man riding a bike with kids in the sidecar.
000000282150,A good looking motorcycle parked next to a fence.
000000282155,A brown and black dog on an open window
000000282176,A very green bench that is in some grass.
000000282206,Feet hanging of the side of a white and black boat.
000000282224,a group of tennis players chatting with one another
000000282225,an image of a man that is playing soccer
000000282231,A young man is holding a tennis racquet.
000000282251,A young man holding a tennis racket waiting for a serve.
000000282296,a kitchen with a refrigerator near a pair of shoes
000000282298,A group of people walking across an airport.
000000282336,A group of wilting flowers in a vase with water.
000000282346,A skateboarder is riding his skateboard at night.
000000282365,MOMMA ELEPHANT WITH BABY ELEPHANT BESIDE HER GRAZING
000000282366,A bus pulls up to a village on a near empty road.
000000282427,This is a photo of a boat floating on the water in front of a huge mountain.
000000282437,A herd of zebras standing together in a plain.
000000282591,A cat laying down and wearing a green neck tie.
000000282658,A group of people that are packing up some luggage.
000000282659,Adult men playing baseball in front of a crowd.
000000282672,A woman speaks on the phone on her wedding day.
000000282674,A dog lying on the sunny cement behind a parked truck.
000000282680,A surfer in a black wetsuit rides a wave.
000000282698,A man with a tie and glasses is by a house.
000000282711,A wooden table surrounded by two chairs near a kitchen counter.
000000282724,A yellow boat sitting on top of a sandy beach.
000000282741,a number of luggage bags and boxes on the back of a truck
000000282768,A man standing in a strange way with his dog.
000000282790,Five bags of luggage sit on the floor.
000000282804,Cows standing next to a brick wall on top of straw.
000000282808,A wooden park bench overlooking a valley full of trees.
000000282830,A competitive Frisbee golf player watches his shot.
000000282841,A mirror and objects on a wooden wall.
000000282847,some people are playing in a grassy field
000000282878,The blue and white plate is holding pieces of pizza.
000000282940,A bus pulls out as the monorail goes by overhead.
000000282942,a woman in a white top some lights and a cake
000000282980,A crowd of people are playing in the ocean.
000000283012,A girl smiles downward while on the phone.
000000283028,A kitten sitting on top of a white keyboard.
000000283037,A stoplight with a speed radar on top.
000000283038,A stop sign with dirty edges at a cross walk of a street.
000000283054,a yellow fire hydrant on an empty road
000000283060,A large meal on a dining room table.
000000283070,The fresh oranges are cut up on the table outside.
000000283097,A young boy pushing a cart full of luggage bags.
000000283101,Two large row boats filled with people in the water.
000000283113,The two hot dogs on the plate are ready to be eaten.
000000283118,A family sitting around a table with a meal of pizza
000000283119,A large white dog lies down as he eats food from a dog dish
000000283120,Snowboarder doing a flip while going down the hill.
000000283131,A bathroom is shown with a bag on the counter.
000000283147,Some old buildings have street signs next to them.
000000283152,Some animals that are sitting on the bed.
000000283163,An airplane is only a short ways off the ground after take off.
000000283168,A giant sandwich inside of a foam box next to a container of sauce.
000000283190,Small kitchen with a sink and a stove with a window letting light in.
000000283203,A skateboarder doing a trick silhouetted against the sky.
000000283216,two people standing in front of a row of motorcycles in a store
000000283217,A group of people with an umbrella leaving from stormy skies.
000000283222,A pair of red and black skis on a white background.
000000283254,A man wearing a white striped shirt and tie.
000000283261,Two stuffed animals sitting beside each other on a chair.
000000283264,A baseball player leaning in with a ball in one hand and a mitt in the other hand.
000000283268,A child plays with a toy picnic set including a plastic hotdog.
000000283277,Cars are moving fast along this street at twilight.
000000283286,a cat curled up and laying on a external hard drive disk.
000000283290,a couple of big of buildings next to each other
000000283432,A white clock tower with clocks on both sides of the walls shown and an upper room with windows above the clocks.
000000283438,A mirror in a hotel bathroom that has a TV embedded in the glass.
000000283441,A dug up are in a yard that had grass in it.
000000283471,A cat and dog are laying on a red rug.
000000283495,Jumbo jet flying over a group of trees.
000000283498,A dim runway has an airplane on it.
000000283505,A bicycle set up again a fence with a cat nearby
000000283516,A clock on the side of a building that reads 12:10.
000000283561,A hotel suite with double beds in the room
000000283627,Black dog in a bed on a pillow under a pink blanket
000000283642,A man stands on the platform with his back turned to the train.
000000283653,Some workers are working near the railroad tracks.
000000283659,a person hand gliding while surfing a wave
